run_nr,appr_status_code,appr_exec_time,data_status_code,data_req_exec_time
0,200,0.025098,408,30.003122
1,200,0.032266,408,30.001374
2,200,0.023639,408,30.002448
3,200,0.023118,408,30.002768
4,200,0.024291,408,30.003477
5,200,0.026301,408,30.002508
6,200,0.021121,408,30.003228
