run_nr,appr_status_code,appr_exec_time,data_status_code,data_req_exec_time
0,200,0.026887,200,6.893565
1,200,0.021181,200,6.713021
2,200,0.030188,200,8.786386
3,200,0.023238,200,7.955693
4,200,0.02731,200,7.843557
5,200,0.035268,200,8.873349
6,200,0.023603,200,9.041507
