run_nr,appr_status_code,appr_exec_time,data_status_code,data_req_exec_time
0,200,0.03099,200,7.135623
1,200,0.020907,200,7.726424
2,200,0.070416,200,7.849044
3,200,0.02366,200,6.859812
4,200,0.023931,408,30.008183
5,200,0.021148,400,6.032976
6,200,0.025673,400,6.029657
