run_nr,appr_status_code,appr_exec_time,data_status_code,data_req_exec_time
0,200,0.022028,200,13.93928
1,200,0.025815,200,15.796342
2,200,0.018276,200,6.273501
3,200,0.017964,200,6.245861
4,200,0.019554,200,6.299031
5,200,0.02697,408,30.003513
6,200,0.022779,408,30.002384
