run_nr,appr_status_code,appr_exec_time,data_status_code,data_req_exec_time
0,200,0.026508,200,6.70075
1,200,0.026186,200,0.014223
2,200,0.022244,200,0.013325
3,200,0.027268,200,1.010265
4,200,0.029545,200,0.014572
5,200,0.022646,200,1.016602
6,200,0.023465,200,1.015918
