run_nr,appr_status_code,appr_exec_time,data_status_code,data_req_exec_time
0,200,0.0217,200,6.216707
1,200,0.027037,200,6.154563
2,200,0.018119,200,6.187044
3,200,0.019281,200,11.608392
4,200,0.024736,200,6.204951
5,200,0.018963,200,6.475751
6,200,0.021083,200,6.219648
