run_nr,appr_status_code,appr_exec_time,data_status_code,data_req_exec_time
0,200,0.02837,408,30.004672
1,200,0.032371,200,8.054868
2,200,0.02622,200,1.012275
3,200,0.026013,200,0.009407
4,200,0.024835,200,0.01105
5,200,0.025081,200,1.016243
6,200,0.029966,200,0.01304
