run_nr,appr_status_code,appr_exec_time,data_status_code,data_req_exec_time
0,200,0.022609,200,6.48965
1,200,0.018268,200,6.245662
2,200,0.017427,200,6.453194
3,200,0.018646,200,6.275582
4,200,0.019903,200,6.334812
5,200,0.035146,200,6.262046
6,200,0.020133,200,6.405201
