run_nr,appr_status_code,appr_exec_time,data_status_code,data_req_exec_time
0,200,0.022242,400,6.027818
1,200,0.025707,400,6.025516
2,200,0.021097,400,6.025288
3,200,0.030529,400,6.033429
4,200,0.025594,400,6.03319
5,200,0.020518,400,6.027993
6,200,0.018541,400,6.025018
