run_nr,appr_status_code,appr_exec_time,data_status_code,data_req_exec_time
0,200,0.024575,200,8.861408
1,200,0.022173,408,30.002693
2,200,0.024972,200,6.774825
3,200,0.025445,200,7.787396
4,200,0.026851,200,6.998725
5,200,0.036202,200,8.295059
6,200,0.05953,200,14.232203
