run_nr,appr_status_code,appr_exec_time,data_status_code,data_req_exec_time
0,200,0.023814,400,6.024174
1,200,0.030895,400,6.027279
2,200,0.022783,400,6.023808
3,200,0.029277,400,6.026739
4,200,0.017775,400,6.026652
5,200,0.026297,400,6.02604
6,200,0.018894,400,6.025339
