run_nr,appr_status_code,appr_exec_time,data_status_code,data_req_exec_time
0,200,0.021303,400,6.02544
1,200,0.024914,400,6.022491
2,200,0.023178,400,6.024256
3,200,0.019629,400,6.021051
4,200,0.022029,400,6.026803
5,200,0.017296,400,6.022921
6,200,0.024682,400,6.025324
