run_nr,appr_status_code,appr_exec_time,data_status_code,data_req_exec_time
0,200,0.024595,400,6.023099
1,200,0.020941,400,6.026422
2,200,0.024791,400,6.024661
3,200,0.039667,400,6.032528
4,200,0.020133,400,6.028344
5,200,0.026557,400,6.022286
6,200,0.016714,400,6.023526
