run_nr,appr_status_code,appr_exec_time,data_status_code,data_req_exec_time
0,200,0.030223,400,6.025201
1,200,0.018383,400,6.024075
2,200,0.017128,400,6.025648
3,200,0.021752,400,6.021875
4,200,0.018639,400,6.023973
5,200,0.026127,400,6.027206
6,200,0.023986,400,6.025823
