run_nr,appr_status_code,appr_exec_time,data_status_code,data_req_exec_time
0,200,0.025206,200,6.838087
1,200,0.025725,200,7.851116
2,200,0.023452,200,7.791881
3,200,0.022244,200,7.805117
4,200,0.022598,200,8.0681
5,200,0.023007,200,7.888984
6,200,0.025235,200,9.304822
