run_nr,appr_status_code,appr_exec_time,data_status_code,data_req_exec_time
0,200,0.025497,408,30.002703
1,200,0.022748,408,30.001981
2,200,0.022067,408,30.00978
3,200,0.020037,408,30.002668
4,200,0.025282,408,30.002429
5,200,0.020983,408,30.002592
6,200,0.027868,408,30.003043
