run_nr,appr_status_code,appr_exec_time,data_status_code,data_req_exec_time
0,200,0.030624,408,30.003873
1,200,0.033781,408,30.003069
2,200,0.029177,408,30.003144
3,200,0.034769,408,30.003605
4,200,0.024308,408,30.003144
5,200,0.036309,408,30.003635
6,200,0.029479,408,30.004082
