run_nr,appr_status_code,appr_exec_time,data_status_code,data_req_exec_time
0,200,0.022889,200,8.04866
1,200,0.023731,408,30.002724
2,200,0.023165,200,8.021744
3,200,0.025325,200,7.707173
4,200,0.028811,200,7.960188
5,200,0.028097,200,8.004817
6,200,0.033742,200,8.296335
