run_nr,appr_status_code,appr_exec_time,data_status_code,data_req_exec_time
0,200,0.02562,400,6.024587
1,200,0.019739,400,6.022728
2,200,0.02016,400,6.025194
3,200,0.023733,400,6.027367
4,200,0.018209,400,6.027403
5,200,0.017374,400,6.029057
6,200,0.026141,400,6.027752
