run_nr,appr_status_code,appr_exec_time,data_status_code,data_req_exec_time
0,200,0.02418,400,6.027183
1,200,0.023771,400,6.029722
2,200,0.022732,400,6.024876
3,200,0.020892,400,6.024987
4,200,0.04054,400,6.030182
5,200,0.023216,400,6.026799
6,200,0.025473,400,6.024282
