run_nr,appr_status_code,appr_exec_time,data_status_code,data_req_exec_time
0,200,0.040547,200,6.431963
1,200,0.057057,200,6.274584
2,200,0.022491,408,30.002189
3,200,0.018144,200,14.541924
4,200,0.024128,200,16.655193
5,200,0.042435,200,6.347949
6,200,0.035316,200,6.490839
