run_nr,appr_status_code,appr_exec_time,data_status_code,data_req_exec_time
0,200,0.033253,408,30.004423
1,200,0.028467,408,30.001608
2,200,0.020409,408,30.003363
3,200,0.025414,408,30.002625
4,200,0.026648,408,30.003689
5,200,0.025504,408,30.003074
6,200,0.02444,408,30.002812
