run_nr,appr_status_code,appr_exec_time,data_status_code,data_req_exec_time
0,200,0.026748,408,30.002626
1,200,0.028495,408,30.002358
2,200,0.035658,408,30.00453
3,200,0.024447,408,30.002643
4,200,0.028028,408,30.003505
5,200,0.02439,408,30.003834
6,200,0.024947,408,30.002508
