run_nr,appr_status_code,appr_exec_time,data_status_code,data_req_exec_time
0,200,0.024303,200,8.049107
1,200,0.027839,200,8.703211
2,200,0.027465,200,7.725422
3,200,0.028296,200,7.810869
4,200,0.023809,200,7.881555
5,200,0.022229,200,8.103694
6,200,0.02621,200,7.66848
