run_nr,appr_status_code,appr_exec_time,data_status_code,data_req_exec_time
0,200,0.02402,400,6.026138
1,200,0.017952,400,6.023915
2,200,0.0228,400,6.026226
3,200,0.018866,400,6.023484
4,200,0.019101,400,6.025151
5,200,0.019515,400,6.024613
6,200,0.017418,400,6.023018
