run_nr,appr_status_code,appr_exec_time,data_status_code,data_req_exec_time
0,200,0.021677,400,6.026259
1,200,0.019232,400,6.026473
2,200,0.023651,400,6.023305
3,200,0.020604,400,6.024328
4,200,0.017726,400,6.024324
5,200,0.020638,400,6.023033
6,200,0.0207,400,6.024483
