run_nr,appr_status_code,appr_exec_time,data_status_code,data_req_exec_time
0,200,0.038888,400,6.027104
1,200,0.018323,400,6.02439
2,200,0.020126,400,6.025445
3,200,0.022097,400,6.026762
4,200,0.021744,400,6.026153
5,200,0.028419,400,6.025595
6,200,0.01957,400,6.029297
