run_nr,appr_status_code,appr_exec_time,data_status_code,data_req_exec_time
0,200,0.024028,408,30.004714
1,200,0.022262,408,30.002312
2,200,0.029902,408,30.008747
3,200,0.023526,408,30.004206
4,200,0.022312,408,30.002906
5,200,0.022012,408,30.002734
6,200,0.026299,408,30.00359
