run_nr,appr_status_code,appr_exec_time,data_status_code,data_req_exec_time
0,200,0.025332,400,6.027727
1,200,0.02431,400,6.025255
2,200,0.021954,400,6.026302
3,200,0.020489,400,6.027273
4,200,0.019567,400,6.025132
5,200,0.019078,400,6.024598
6,200,0.032661,400,6.023848
