run_nr,appr_status_code,appr_exec_time,data_status_code,data_req_exec_time
0,200,0.031333,200,7.968242
1,200,0.027461,200,7.739189
2,200,0.024577,200,7.852214
3,200,0.024113,200,7.875986
4,200,0.022018,200,7.768143
5,200,0.022312,200,7.968079
6,200,0.03905,200,7.095554
