run_nr,appr_status_code,appr_exec_time,data_status_code,data_req_exec_time
0,200,0.020602,200,7.787741
1,200,0.021957,200,8.852667
2,200,0.024765,200,7.723423
3,200,0.021889,200,7.779983
4,200,0.021013,200,7.831667
5,200,0.022636,200,7.802907
6,200,0.024793,200,8.294971
