run_nr,appr_status_code,appr_exec_time,data_status_code,data_req_exec_time
0,200,0.023688,400,6.023746
1,200,0.019228,400,6.024278
2,200,0.019555,400,6.021591
3,200,0.017684,400,6.025243
4,200,0.016901,400,6.024314
5,200,0.020641,400,6.024075
6,200,0.024546,400,6.020066
