run_nr,appr_status_code,appr_exec_time,data_status_code,data_req_exec_time
0,200,0.023064,400,6.025815
1,200,0.024725,400,6.022068
2,200,0.01993,400,6.023326
3,200,0.023142,400,6.026369
4,200,0.022917,400,6.027787
5,200,0.022292,400,6.025697
6,200,0.01875,400,6.021614
