run_nr,appr_status_code,appr_exec_time,data_status_code,data_req_exec_time
0,200,0.025297,408,30.003495
1,200,0.02689,408,30.000371
2,200,0.02091,408,30.001977
3,200,0.021166,408,30.002307
4,200,0.029853,408,30.00317
5,200,0.022402,408,30.002242
6,200,0.038518,408,30.002068
