run_nr,appr_status_code,appr_exec_time,data_status_code,data_req_exec_time
0,200,0.025453,400,6.024028
1,200,0.020303,400,6.023956
2,200,0.020173,400,6.0253
3,200,0.02429,400,6.02756
4,200,0.024033,400,6.022134
5,200,0.021265,400,6.022291
6,200,0.018701,400,6.025373
