run_nr,appr_status_code,appr_exec_time,data_status_code,data_req_exec_time
0,200,0.03626,408,30.003726
1,200,0.025851,200,7.872455
2,200,0.037282,200,0.01592
3,200,0.035288,200,0.012976
4,200,0.021288,200,1.013621
5,200,0.024341,200,0.014782
6,200,0.025082,200,0.009188
