run_nr,appr_status_code,appr_exec_time,data_status_code,data_req_exec_time
0,200,0.021935,400,6.027694
1,200,0.021069,400,6.026006
2,200,0.018561,400,6.025765
3,200,0.016577,400,6.030294
4,200,0.024161,400,6.02639
5,200,0.020629,400,6.022919
6,200,0.029882,400,6.027621
