run_nr,appr_status_code,appr_exec_time,data_status_code,data_req_exec_time
0,200,0.021293,400,6.025595
1,200,0.032652,400,6.022043
2,200,0.022311,400,6.025026
3,200,0.021737,400,6.025315
4,200,0.017134,400,6.027863
5,200,0.017057,400,6.027943
6,200,0.018648,400,6.021307
